"id","sentence1","sentence2","similarity"
"fe08d167467631104e429fcd7","A man is playing the guitar and singing.","A man sings with a guitar.",4.75
"4aced509e5b2c3aad38aa8baf","The men were immediately flown to nearby Botswana on a chartered Air Malawi flight, Malawi intelligence officials said on condition of anonymity.","The men were flown to nearby Botswana on an Air Malawi flight, the officials said.",3.533
"73d6ce13b64d7c184468bb7fa","Boeing airliner crashes in Russia, 50 killed","Boeing airliner crashes in Russian city of Kazan, 50 killed",3.8
"0cf730a71952bacdaf22f0fa2","Teenage girl killed in east London Shereka Marsh was shot in the neck, police say","Hackney shooting: Teenager Shereka Marsh 'bled to death after being shot in neck'",4.6
"d1866df33a605fb8b7a9e4794","Israel bars German writer Grass from visiting over poem","Israel bars German author Grass over poem",4.4
"153a0a9dc352cae2da13d2c0a","A man is preparing a hanging rope.","A man is tying a noose.",4.667
"89a9214dd2390154c30c18ae2","Syrian troops kill 35 in Damascus suburb","Activists: Syrian troops kill dozens near Damascus",3.6
"1441698371811a4fce7e8b8ea","""We need to change old habits and seriously rethink business-as-usual.""","He urged employees to ""avoid complacency"" and to ""change old habits and seriously rethink business-as-usual.""",3.75
"7bcb3e38786f07090531142c6","i don't want a president who 'cares'.","don't want a president that is compassionate.",4.6
"1af1580774f42b250fdf658b4","What do we get in return for doing the fighting for them?","------ ----------- What do we get in return for doing the fighting for them?",5
"b5d39a0d73241f8b740c76471","The man rode his motorcycle down the highway.","A person is driving a motorcycle on a road.",3.75
"1fc98134c55fef285a1ed5d1a","A young man wearing a striped shirt is holding two bicycles.","Young redheaded man holding two bicycles near beach.",3.8
"7677f83122260ef852c19bcc2","Six dead in Philippine restaurant blast","6 killed in Philippines restaurant blast",5
"9eb365a812bdc5d7fdee10deb","Seamus Heaney, Irish Poet of Soil and Strife, Dies at 74","Seamus Heaney, Irish poet and Nobel winner, dies at 74",4.8
"d48ab5171302ac4dc2619170a","Cairo protesters defy crackdown threat","In Cairo Camps, Protesters Dig in and Live On",3.6
"a8609811a1eba03275189433d","S As you wish: Do you see Hitler killing Jews?","Do you see Hitler killing Jews?",4.6
"35f791563733af1ef6ef5f0d1","Ray Brent Marsh, 29, faces multiple counts of burial service fraud, making false statements, abuse of a dead body and theft.","Ray Brent Marsh, 29, also faces charges of abuse of a body, and theft.",3.8
"e18b5ffd9cfc244918b1b4903","The people are lifting bags.","Several people are carrying large bags.",3.75
"9713acdbcb70945b1966efdd0","A man sliced through a bunch of water bottles with a knife.","A man is slicing a line of water bottles with a knife",4.4
"6573fc03fa691f10aaa1a4a57","Strong new quake hits shattered Pak region","Powerful new earthquake hits shattered Pakistan region",5
"b44c7b8d9622e2c56d173d7dd","An elderly man works on his laptop at home.","Older gentleman sitting on couch with laptop.",4.2
"237fc911cb3a430a1a2250232","Two green and white trains sitting on the tracks.","Two green and white trains on tracks.",4.4
"1401092e8537c9ba95fa389a2","Red Cross says negotiating halt to fighting in Syria to take aid","Red Cross negotiating Syria ceasefire to bring aid",4.4
"181642b57b35a271fafb8d5a2","A man and woman blow bubbles.","A man and a woman in glasses blow bubbles.",4.2
"634ad85fa55cf4fd37f16e45e","No, I show you are willfully ignorant.","LOL, you are so ignorant.",4
"4405648d0e909af9b08067f6f","But church members and observers say they expect that the decision could be problematic for many Episcopalians.","But church members and observers say they anticipate that the decision here could pose doctrinal problems for some Episcopalians who believe the Bible prohibits homosexuality.",3.8
"3a4eba87138c8bbcee777db67","""This moves us a lot closer to saying that the foam can do this kind of damage,"" said Hubbard, a member of the Columbia Accident Investigation Board.","""I think this moves us a lot closer toward saying that foam can do this kind of damage,"" Hubbard said.",3.6
"0abb888468bf43fb80b1088d3","brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers. ","the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.",3.8
"8c05017705291febf8d981075","Treasurys long-range plan is to provide retail buyers of all Treasury securities the ability to manage their holdings online in a single account.","The Treasury said wants to give retail buyers of all Treasury securities the ability eventually to manage holdings online in a single account.",4.4
"cb118fff0f27bdb3d8819218b","Stocks rise early after Greek deal, then flatten","Stocks edge higher after Greek debt deal",3.6
"4d900e2fa123f4afbbe5b2b49","Russia, China veto UN resolution on Syria endorsing","Russia, China veto U.N. draft backing Arab plan for Syria (Reuters)",3.8
"73a4e08e5490f22032a3bbd97","The rhino grazed on the grass.","A rhino is grazing in a field.",4
"b3e4eb73b123f1868288c1cb4","A man is smoking.","The man sat in his suit and smoked.",4
"df88efec98a65b16c355a0d21","A rebel who was captured said more than 2,000 insurgents were involved in the attack.","A captured rebel said 2,100 combatants had been involved in the offensive.",3.5
"0d3584bf40c76b506078d743e","George Zimmerman 'to be charged' with killing Trayvon Martin","George Zimmerman to be charged in Trayvon Martin case, official says",4
"aa2d0026bc126a029be2daf03","""Further testing is still under way, but at this stage, given the early detection, the outlook in such instances would be positive,"" the specialist said yesterday.","""But at this stage, given the early detection, the outlook in such instances would be positive,"" he said.",3.5
"b35cf3bd89e475635dcfe991c","A Merrill Lynch spokesman said ""we are pleased with the judge's decision.""","""We are very pleased with the judge's decision,"" Merrill said yesterday.",4.4
"8f015fc1c8daa66b02cd3e9fe","A man is getting into a car.","A man is getting into a car in a garage.",3.833
"f6b2765ddb385dfdef784f2dd","Murder claim over Diana's death New information which has been passed to the police relating to the deaths of Princess Diana and Dodi Fayed is thought to include an allegation that they were murdered ","Diana and Fayed death info received new The deaths of Princess Diana and Dodi Al Fayed are being looked at again by police after they received information.",3.5
"8d3674fd5ed3cc40480c90d96","Son of US evangelist kills himself The son of popular US evangelist Rick Warren has killed himself.","Son of popular US evangelist Warren kills himself",4.4
"7e598766d3b539d0d0f09a861","The child would like to swim.","The children want to swim.",3.8
"ed0d88aa1da910e1d943a8243","Saudis to permit women to compete in Olympics","Saudi Women Allowed To Compete At Olympics",4.8
"7d95aa51619974d67b9b90e39","It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.","And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre.",3.846
"eaf700b0fcf73ef8ecb7d7677","The monkeys could track their progress by watching a schematic representation of the arm and its motions on a video screen.","The arm was kept in a separate room, but the monkeys could track their progress by watching a representation of the arm and its motions on a video screen.",4
"de6ad7117da04e8072bacad6b","Iran may cut oil exports to more EU states","Iran MPs say ready to ban oil exports to some EU states",3.6
"7951d8cd607b14aef1aa22a10","A red and white bus drives down an England street.","A red and white England bus drives down the street.",4.4
"bf1cfb5386890dc4852e09d4c","A woman is adding spices on a meat.","A woman adds ingredients to beef.",3.75
"f358f607eb017466f5444ac0f","Despicable Ben, Stop trying to find excuses for the man.","Ben, Stop trying to find excuses for the man.",4.4
"5ed2bff35473023f4ebc97fbb","However, other unions including the powerful CGT remained opposed to the reform and demanded the government begin fresh negotiations with them.","The powerful CGT and other unions remained opposed to the plans, however, and demanded the government renegotiate the reform with them.",4
"e009bccb56d9a0f28fc571334","Five birds stand on the snow.","Several cardinals stand in the snow.",3.8
"ecb746f817f0fca2b72a1d87a","The president is not really all that important for German people.","The function of the german president is almost just representative.",4
"e60a107a51df4631d4269e606","Former Nazi death camp guard Demjanjuk dead at 91","John Demjanjuk, convicted Nazi death camp guard, dies aged 91",4.6
"13ca9e470508fc9d2e74e706e","the conventional forces in europe treaty is considered a key arms control treaty. ","the conventional forces in europe treaty was a key soviet-era arms control treaty.",4
"a1f1f6634520db3f83ebb55d8","A close-up of a brown horse.","A close-up of a horse.",4
"96c8426008483aa99db8e55d3","US believes Syrian government used chemical weapons","US suspects Syria used chemical weapons",5
"5a92880116b6e1373e6fc2cb3","A boat with four sails is sailing on water.","Sail boat sailing on the water.",3.6
"4a7c1a9f77da0a287b27f14ab","World's oldest man dies at 116","World's oldest ever man dies aged 116",4.6
"828225e45ead0dca81264c725","Shooting, protests mar Thai voting","Thai protesters disrupt advance voting",3.6
"bcf1d56a6eb722a3bb9b1ffe1","The AFL-CIO is waiting until October to decide if it will endorse a candidate.","The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.",4
"b22749fb7d2c59f158e7cccba","The 3{ hours of recordings include conversations between police, firefighters and other emergency workers, as well as media inquiries.","Among them are conversations between police, firefighters and other emergency workers, as well as media inquiries.",3.6
"08eb73af692b75255d5f3db44","Federal Judge William Barbour said Tuesday he imposed the maximum sentence because Avants showed no remorse in the brutal slaying.","U.S. District Judge William Barbour said he imposed the maximum because Avants showed no remorse.",3.6
"f110698477a2e33f7e1e5e6cb","Earlier Thursday, PeopleSoft formally rejected the unsolicited bid from Oracle.","Thursday morning, PeopleSoft's board rejected the Oracle takeover offer.",4.4
"89c0428484fe42b97dfa12896","Jim Williams, director of the US-VISIT project, said that by the middle of November, many arriving passengers in Atlanta will be fingerprinted and photographed.","Jim Williams, director of the US-VISIT project, said that by the middle of November, inspectors will be fingerprinting and photographing many foreign passengers arriving in Atlanta.",4.2
"f72b2827693cded50a061e036","Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate.","South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate.",4.5
"f0eca35c00402e0ada9abf387","A striped cat laying down on a bag of cat litter.","Domestic cat laying on back of cat litter.",3.8
"4c246034eb43278338513578c","Stanford (51-17) and Rice (57-12) will play for the national championship tonight.","Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.",3.5
"39d10204fa67cf3ebb9de8603","Paper is being cut with scissors.","A piece of paper is being cut.",4
"ae894ce04560e81dcdb423a5b","A man is firing a shot gun.","A man shoots a shotgun.",5
"03f29321041fb557c7b11354c","Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.","The missing workers, two men and a woman, were inside the building when the first blast occurred, Mayor Joe T. Parker said.",4.4
"30d04c94d1af361839418a981","the cfe is very important for european security. ","the cfe is a cornerstone of european security.",5
"602f484e65604e6333f87a5e4","Israel frees Palestinian prisoners","Israel releases 26 Palestinian prisoners",4.6
"550bf889c1a73f04eff62335e","Supreme Court takes on affirmative action in Michigan ban case","Supreme Court to hear Michigan affirmative action case",4.4
"b459cb9b9a63201281f6b4e80","A person is surfing a large wave.","A person is surfing.",3.6
"6db0eb96a0158e65eaa3359b5","D.C. Votes to Decriminalize Marijuana","DC votes to decriminalize pot",5
"794ee6fb9c533af9f76827a94","Two young people are sitting at a table next to a sliding glass door, with one person pointing at the other.","Two people sit facing each other at a table as one points at the other.",4.2
"17f7638ed41ffb6275d67ebc9","Albertsons and Kroger's Ralphs chain locked out their workers in response.","Kroger's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity.",4
"d51ac3793d4334c25adfdb6cf","Three children playing on a floor with toys.","Three children sitting in floor playing with several toys.",4.2
"c1d516467c4c7fe048a5cd1e9","Red and white bus driving down road.","A bus drives down a busy road.",3.6
"d0cd929a072da0b9f46461910","U.S., EU Widen Sanctions On Russia","U.S., EU Boost Sanctions On Russia",5
"105d7aa0aa352a0a7af78a2ed","A woman is stabbing a potato with a fork.","A woman is puncturing a potato with a fork.",5
"0398c452b8d674289ae631947","A group of people having a meal outside.","A group of people eat at a table outside.",4.2
"91c5af87ec9350f87d9cee0a3","Indian rape accused face verdicts","Indian rape accused found guilty",3.8
"cbd01cb1b934f5ee367411d79","brazil's strategic affairs minister roberto mangabeira unger stated brazil's new national defense plan calls for establishing partnerships with countries including russia and france to build a state-of-the-art weapons industry. ","unger stated brazil's new national defense plan calls for establishing partnerships with countries including russia and france to build a state-of-the-art weapons industry.",3.8
"23342fd59003a5066cdd5e8b7","Two convicted killers and another inmate escaped from a state prison on a busy street Wednesday by cutting through a fence, a Corrections Department official said.","A convicted killer and two other inmates cut through two fences topped with razor wire and escaped from a state prison on a busy street.",3.5
"f6595fce3f58ff75a9ce3d3f1","A man plays the keyboard with his nose.","The man is playing the piano with his nose.",4.4
"486180f20e4834acc571937a3","An animal run in circles.","A squirrel runs in circles.",3.8
"406799f0509ed11f5fc9f22b1","Arthur Benson, attorney for the case's plaintiff schoolchildren, said he will appeal.","An attorney for plaintiff schoolchildren said he plans to appeal.",3.667
"779940428ee9fc0f1fc99918d","amnesty international has published a report stating that an indian project to sell attack helicopters to myanmar threatens a european union arms embargo against myanmar. ","the amnesty international report was titled indian helicopters for myanmar: making a mockery of the eu arms embargo?",3.8
"2e8c969a9aab020b2b0ab5585","A dog is eating water melon.","A dog is eating a piece of watermelon.",4.25
"b0c23f003836f5e138e86b30d","Its former chief Mickey Robinson was fired for cause when he left in September, the company said.","Chief Executive Mickey Robinson was fired for cause in September, the company said last month.",4.4
"6a7a8dd33d13e8acb012be160","Hrithik Roshan, wife Sussanne part ways","Hrithik Roshan, Sussanne to divorce",4.4
"391c5439ab771c92e4674073e","the statement did not specify the quantity of warheads the missile is capable of carrying. ","the statement did not specify how many warheads the missile can carry.",5
"54e4368e9bec16e44f97b8d05","The boy played his trumpet.","A boy is playing the trumpet.",4.4
"368f2e1cdfef40760d812a936","the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space. ","the legislation is the most recent effort by japan to ascribe more freedom to the tightly controlled military technically known as a self-defense force.",3.8
"b7db8b3deebc1f3b8b06fd475","Two birds flying towards water feeder.","Two birds flying near bird feeders.",3.6
"a6378a926afe2eb3836efbc35","US seeks to reassure wary Gulf allies over Iran deal","Hagel seeks to reassure jittery Gulf allies after Iran deal",4
"9794e238083dba51f6c57b9e9","A man and a dog on rocks on a beach.","A man and dog on a rocky seashore.",4.6
"296b2af872beaa1e2c18d32e9","US Election: Mitt Romney concedes defeat as Barack Obama wins second term","Romney concedes election to Obama in phone call",4
"1aba60df1174904b87503a275","It indeed appears the Andromeda galaxy (M31) and The Milky Way (MW) are en route to a collision.","In a few billion years, the Milky Way and Andromeda will collide.",4.4
"d4c7832cf86587117c60c8597","A man chops down a tree with an axe.","A man cut a tree with an axe.",4.75
"4ffa34f70bfd74b4595173b72","Nelson Mandela dies aged 95","Nelson Mandela Dies at Age 95",5
"f48ad39642adfca0621a4183c","the 5 permanent united nations security council members are britain, china, france, russia and the united states. ","p5+1 members are britain, china, france, russia, germany and the united states.",3.6
"bc300cb4e9b0f7b627555a5f3","A dog licks a baby.","A dog is licking a baby.",4.75
"5965b52e0decd98c8b65379dc","A man is taking out the insides of a green pepper.","Someone is removing the seeds from a bell pepper.",4
"c587ca900f31958761729f730","She was a great lady.","She was a nice lady.",4
"4a7df8d8caf30b89210ad1765","Iranian nuclear talks to be extended to November","Iran nuclear talks extended to November 24",4.4
"f55537d2acbd4ba8885d729aa","Obama to meet privately with family of Nelson Mandela","Obama to meet with Mandela family",4.6
"324859f732621af203f3c36ab","French forces take key Mali town","French forces seize key town",3.8
"69e52eec1012b9a96c107594f","Pines said he would convene the relevant party bodies within 10 days to discuss whether new elections would be held or whether a temporary leader would be appointed.","Mitzna and party secretary Ophir Pines agreed to convene party organizations within 10 days to discuss whether new primaries would be held or a temporary leader appointed.",3.6
"52981cdf6f4b33080d819b261","The lady put the dried noodles in the hot water to cook.","A woman places a container of noodles in a pan of water.",4.333
"aa601ade7da60028539fb315c","Pope calls for action on climate change in draft encyclical","Pope urges action on climate change in draft encyclical",5
"dee532f115d1e611f6f1695be","The man is playing the guitar.","A man is playing guitar.",5
"cfd8cb513c8587cf0fe6df83b","I don't think it makes any tremendous difference.","I don't think it makes much difference.",4
"eb4a47e69dd42bc1cf649b3fa","A man on the back seat of a red tandem bicycle.","A man is alone on the back of a tandem bicycle.",3.6
"5bd5c1213bb64741e695cfc18","US Troops Killed in Afghan Insider Attack","NATO troops killed in Afghan 'insider attack'",3.8
"6f326e553dd7b1b6617ed0075","A man is playing the guitar.","A man plays an acoustic guitar.",3.75
"35871bad9178c93534322ea31","A man in a black leather jacket is sleeping in a subway car.","A man in a black leather jacket falls asleep on public transportation.",4.6
"6967b0776ac8bf458a270b562","A sheep stands on a hillside.","A large sheep standing on a hill.",4
"725378512ea887fee0653ee06","India starts voting in world's largest election","India voters kick off world‚Äôs biggest election",5
"ceb395bb14802295a649aaf8a","Roy Moore, the suspended chief justice of the Alabama Supreme Court, stood accused but unrepentant Wednesday in the same courtroom he recently presided over.","Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary.",3.8
"8633cac4082ff2064d2214300","N Korea postpones family reunions","North Korea postpones war-torn family unions",3.8
"1f88305818c56e89ce245a92b","&gt;Cuba's Castro assumes CELAC presidency","Cuba's Castro to Take Over CELAC Presidency",5
"9e2b45dc046e07a387b0eecb3","""We have found the smoking gun,"" investigating board member Scott Hubbard said.","""We have found the smoking gun,"" said Hubbard, director of NASA's Ames Research Center in California.",3.6
"120d03d927a79cce2e0ff3fbf","Michelle Obama To Star In Parks And Recreation","Michelle Obama to appear on 'Parks and Recreation'",4.6
"7a429e3b2070aeb8849af4835","A bird is flapping its wings in the water.","A black swan flapping its wings on the water.",3.6
"f598210558e311461690fd7e3","the united states government and other nato members have refused to ratify the amended treaty until officials in moscow withdraw troops from the former soviet republics of moldova and georgia. ","the united states and other nato members have refused ratify the amended treaty until russia completely withdraws from moldova and georgia.",4.6
"f453d0a2970ffd92828542686","There's not a lot you can do about that.","I really do not think there is much you can do about that.",5
"42880b48d978120e4046c5685","A group of people sitting at a restaurant table.","Group of people sitting at table of restaurant.",4.6
"573793065cb61899560c141a2","Room with several computer monitors.","A room with four computer monitors in a row.",4
"93a400cc00ac976d27cfd65e3","Uganda's president signs anti-gay bill","Uganda's president signs harsh anti-gay law",4
"d858ffbf3cd96269074f2c7ad","A woman is playing an electric guitar.","A woman is playing a guitar.",3.6
"b049521a5886711b67e100ad9","A doctor prescribes medicine to a patient.","A doctor prescribes a medicine.",4.4
"296ec4a21ebf38b0ad4c896c8","Labor Department analysts think the payroll statistics from the survey of businesses provide a more accurate picture of the economy because the survey figures are based on a larger sample.","The analysts said they believe the payroll statistics provide a more accurate picture of the economy because they are based on a larger sample.",4
"9e1a826e0c724919cab230cc6","A woman is handling a frog.","A man is holding a frog.",3.75
"864dd126313076e5b8e3ef6db","A dog wearing a green sweater and a backpack walking on snow.","A small dog wearing a green sweater and a backpack walks through snow.",4.4
"10c565e9cc843a1eb33649bdc","A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.","A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.",4.818
"dd95417a44421ef037297eb6b","WORLD No. 2 Lleyton Hewitt has accused the Association of Tennis Professionals of malice, including an alleged attempt last year to dupe him into refusing a drug test.","World No.2 Lleyton Hewitt has accused his professional peers of long-standing malice, including an attempt last year to dupe him into refusing a drug test.",4
"83dad9f64adea2b5d38c39fe7","ISRAELI soldiers knocked down empty mobile homes and water towers in 10 tiny West Bank settlement outposts overnight as part of a US-backed Mideast peace plan.","Israeli soldiers began tearing down settlement outposts in the West Bank yesterday - an Israeli obligation under a new Mideast peace plan.",3.8
"2817702d25b2dde671c520d7b","Car bomb kills 20 in northwest Syria","Car bomb in northern Syria kills 20",4.6
"8437e641cb53a9be568fa6c9e","A dog is barking at a toy.","The little dog barked at the electronic toy.",3.75
"b0c12e572754060c8c2b95732","Iran, six global powers sign landmark nuclear deal","Iran, world powers agree nuclear deal",4.6
"ea2f855ee79c6bd6db1b82d3e","NATO Soldier Killed In Afghan Attack","NATO soldier killed in S. Afghanistan",3.8
"ab454788eabc6d18e3dc3e8e0","Ankeet Chavan granted conditional bail for marriage","Ankeet Chavan granted bail to get married",5
"e3cc850c68c2b1f4aaf0bcca0","Two dogs running through tall grass.","Two dogs are running through a grassy area.",4.6
"163eeb7a73951c7a05e15ed2d","The black and white cat is looking up at the camera.","A grey, black, and white cat looking at the camera.",3.6
"0769a52d4061cc44efb3f5ca9","a bus driving in a street.","Red double decker bus driving down street.",4
"f56983c6922ceb1668aa9f0e9","Intel's McAfee Buys Cloud-Based, Networked Firewall Specialist Stonesoft For $389M In Cash","McAfee to acquire firewall Stonesoft for $389 million",3.8
"f8039eb5fc6e411dd1c37982d","White House in damage control over Obama Supreme Court remarks","Fact check: Obama's Supreme Court remarks",3.6
"7db891cee5dfd20fc26ec8627","A badger is burrowing a hole.","A badger is digging the earth.",4.6
"a08577378260b5bd02cfbba90","Sheryl Crow says has benign brain tumor","Sheryl Crow Has a Benign Brain Tumor",4.6
"786008ec21e0c4ed9a46c0bcb","Soldier 'can't recall' massacre","US soldier ‘doesn’t recall massacre’",4.4
"1f2d2913410e47c0b43a31eab","Sources say agents confiscated ""several"" documents he was carrying.","Agents confiscated several classified documents in his possession and interrogated him.",3.5
"f26009b2821a613905aaff1d0","Higher courts have ruled that the tablets broke the constitutional separation of church and state.","The federal courts have ruled that the monument violates the constitutional ban against state-established religion.",4
"b77455d74af452f4f784ec637","Clashes continue between police and protesters in Turkey","Turkish police fight protesters, clear square",4.4
"401739e0cb753efbf18c6532a","A sheep standing in a mountainous area.","A large sheep standing on a hill.",4.4
"219d90ba3068bd01c715247c9","A cat gets stuck on a moving ceiling fan.","A cat is swinging on a fan.",4.2
"c00874eabba291df83e7931d5","Bomb explodes at Greek shopping mall, two people injured","Bomb explodes at Athens shopping mall, 2 wounded",4.4
"acf38b457420a0ab301e261e4","Only 29 families of frogs are known and most were identified and described in the mid-1800s and the last in 1926.","Only 29 families of frogs are known, most of which were named by the mid-1800s.",3.8
"7192c294558ccaf607b574bb8","a wet black dog with a red collar is in the river","A black dog with a red collar wading through the water.",4
"965c0478a9208819ea4487fb0","A man is running.","A man is running down a road.",3.5
"078b6a72d2e900b1ceedc3020","We're talking about angels and common pins again, right?","@Lustig Andrei, We're talking about angels and common pins again, right?",4.8
"35611e0db7bb95f4d4070de59","Greek far-right leader imprisoned pending trial","Greek Far-Right Leader Imprisoned Pending Trial",5
"7b1b14cfe4f207092c5ebc018","Sequent representatives could not immediately be reached for comment on the SCO announcement.","A spokesman for SCO could not be reached for comment this afternoon.",3.8
"06669de2e08025584ef6650b5","Do you notice the nonsensical things you are saying?","And to be fair, do you notice the nonsensical things you are saying?",4.57142857142857
"33a4eaf749d6d8a5f119da8d1","The two dogs are playing in the yard.","Two dogs are playing on the grass.",4.6
"8a6f37ad3a705b22c692f712e","Two brown dogs runs through the water.","Two brown dogs running through water.",4.6
"173dbd16e1cf8362c497508b3","A dog swimming with a stick in it's mouth.","Dog swimming in the water with a stick in its mouth.",5
"908180f75274aa390722222a9","Los Angeles airport worker charged with making 9/11 threats","Los Angeles airport worker charged over 9/11 threats",5
"9bf810bfb8553378a13cf1cb5","A man is riding an electric bicycle.","A man is riding a bicycle.",3.5
"f87d79946461361ecbca0d023","Dealers said the single currency's downward momentum against the dollar could pick up speed if it broke below $1.15.","Dealers said the euro's downward momentum may pick up speed should it break below $1.15.",3.6
"61ef7a5edacde8d1749d5f4a3","Malala, Snowden, Belarusians Short-Listed For Sakharov Prize","Fugitive Snowden short-listed for European rights prize",3.6
"444e5b4208974b6095b1da763","She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena.","Jane Doe, deciding to fight the subpoena, asked Verizon to withhold her name.",3.6
"e4de0d12aea9f48ee09ebca32","a close up head of an ostrich.","A close up of an ostrich face.",4.4
"39dde1ae3e4168a059a90e833","Gunman kills 6 in shooting at Wisconsin Sikh temple","Gunman kills six in shooting at Sikh temple in Wisconsin",5
"7917d7ed29a594d0c2a76979e","Dotson, 21, was arrested and charged on July 21 after reportedly telling authorities he shot Dennehy after Dennehy tried to shoot him.","Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit.",4.25
"a4b863c9a596d4c19b18e9a75","Spanish train crash driver to be questioned","Spanish train driver Garzon to be questioned by judge",3.8
"537c408dfae460e5732df1641","A woman is cutting broccoli.","A woman is slicing broccoli.",5
"532effc9b2b61494dc8625cb8","Imran to contest from four NA seats","Imran Khan to contest elections from four NA seats",4.75
"f494bf8bcd0d2387924282ca1","A kitchen with wood cabinets and dining table.","A kitchen with wooden cabinets and furniture.",4.4
"2fd4877b90121d7d21824c29b","The black and brown cow is looking at the camera.","The black and white bull is looking at the camera.",3.6
"7581f68db1078aaf2182d1e4a","The puppy played with a blue tennis ball.","A puppy is playing with a tennis ball.",4
"3f49442dd09b5011e21a28023","Pakistan releases top Afghan Taliban prisoner","Pakistan releases seven Afghan Taliban fighters",3.6
"6ae3ba6f0330280084a029277","Someone is pouring chicken broth into a pot.","The man is pouring broth into the pot.",3.75
"ae54f416111c949fc983c94e1","If God does not exist can anything be morally wrong?","I ask again if God does not exist can anything be morally wrong?",5
"97d32599aa75727cae748b0b5","Cricket-England v Australia fourth test scoreboard","Cricket-England 155-4 v Australia, fourth test - tea",4
"6738edf89fb0da670e03d5f52","Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption","Ehud Olmert sentenced to six years in Israel",3.8
"aeb828b2d3ad0c45fbc2c9574","A man shoots a man.","A man with a pistol shoots another man.",4.25
"117f42e0b49a1b1ad755c6abd","U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.","The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.",3.5
"d06a435ba568a6354f0ba7102","Two zebras play in an open field.","Two zebras are playing in a field.",4.2
"d9fd3257a6de777628967fc5e","I have seen UFO over Warsaw in the past.","Respectfully submitted, Steve I have seen UFO over Warsaw in the past.",4
"1ac08519673e8fd194cca0d32","MEN who drink tea, particularly green tea, can greatly reduce their risk of prostate cancer, a landmark WA study has found.","DRINKING green tea can dramatically reduce the risk of men contracting prostate cancer, a study by Australian researchers has discovered.",4.25
"55feb346e5aa8d3bfcaa01168","Yellow striped cat resting on blue sofa.","An orange tabby cat sleeping on the sofa.",4
"b39201cca5ec15b61b520dae3","to repeat: They are NOT as sovereign as they were before.","They are NOT as sovereign as they were before.",4.5
"8967d8bc6316e1b0b38a70a5e","Man Who Set Himself on Fire on National Mall Dies of Injuries","Man 'who set himself ablaze' on National Mall dies",5
"52225bae794ca89a3ceac6f1c","Not a good beginning: Hollande's plane hit by lightning en route to Berlin","French President Francois Hollande's plane hit by lightning en route to Berlin",4.4
"befd66ce378c454070686f457","Two boys sit facing one another at a table and one points at the other.","Two people sit facing each other at a table as one points at the other.",4.4
"d2bfe161f2ac7dffad5842fdf","the united states and the allies of the united states believe iran is pursuing nuclear arms. ","the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.",3.8
"f5ab7a25212edd43cbb7898ae","A little boy hits a golf ball.","The little boy swung at the golf ball.",4
"e5178d598b294debdf19ccc17","6 NATO troops killed in Afghanistan IED attack","6 NATO troops killed in Afghanistan",3.8
"4b3c02461e15467ba1b17b09b","View of a living room with a dining room in the background.","A living room with large sofas and a dining table in the background.",3.8
"bb4435df5292c5582bb142d61","A man dives into a pool.","A man dives into a swimming pool.",5
"f9cad2e8925231e2ad288bf8e","His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas.","Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas dissented.",3.8
"7ccb6db0fd362a72cf38cbfb5","Australian PM Kevin Rudd calls election for 7 September","Australian PM Rudd calls Sept. 7 poll",4.6
"2da8567b7454ead796f0befc9","A large black and white dog is swimming in the water.","A black and white dog with a stick is in muddy water.",3.6
"b2b5278bd665b8f4d8c2761e8","A little boy is drinking from a juice packet.","A boy is drinking from a juice packet.",4.8
"bda2835aece8b2e016565eac2","in september 2007 jordan signed an accord with the united states aimed at supporting the peaceful development of the jordan's nascent nuclear program. ","in september 2007 the united states signed an accord with jordan aimed at supporting the peaceful development of jodran's new nuclear program.",4.6
